160.76171875,11.46875
166.26171875,10.203125
171.91796875,10.203125
177.05859375,10.203125
179.63671875,11.609375
182.23046875,13.03125
182.23046875,15.828125
182.23046875,18.171875
180.44921875,19.3125
178.66796875,20.453125
173.33984375,21.09375
170.26171875,21.484375
158.58984375,22.953125
153.90234375,26.90625
149.21484375,30.859375
149.21484375,38.921875
149.21484375,47.609375
155.16796875,51.796875
161.13671875,56.0
173.43359375,56.0
178.27734375,56.0
183.58984375,55.265625
188.91796875,54.546875
195.16796875,52.984375
144.04296875,0.0
229.439453125,54.6875
229.439453125,0.0
211.970703125,0.0
211.970703125,54.6875
203.564453125,0.0
229.439453125,75.984375
229.439453125,61.71875
211.970703125,61.71875
211.970703125,75.984375
203.564453125,0.0
265.326171875,54.6875
283.357421875,54.6875
283.357421875,42.1875
265.326171875,42.1875
265.326171875,19.0
265.326171875,15.1875
266.841796875,13.84375
268.357421875,12.5
272.857421875,12.5
281.841796875,12.5
281.841796875,0.0
266.841796875,0.0
256.498046875,0.0
252.169921875,4.3125
247.857421875,8.640625
247.857421875,19.0
247.857421875,42.1875
239.154296875,42.1875
239.154296875,54.6875
247.857421875,54.6875
247.857421875,70.21875
265.326171875,70.21875
237.841796875,0.0
314.25390625,43.5
311.20703125,39.328125
308.16015625,35.15625
308.16015625,27.296875
308.16015625,19.4375
311.20703125,15.25
314.25390625,11.078125
320.06640625,11.078125
325.78515625,11.078125
328.80078125,15.25
331.83203125,19.4375
331.83203125,27.296875
331.83203125,35.15625
328.80078125,39.328125
325.78515625,43.5
320.06640625,43.5
285.64453125,0.0
334.17578125,56.0
342.11328125,48.375
350.05078125,40.765625
350.05078125,27.296875
350.05078125,13.8125
342.11328125,6.1875
334.17578125,-1.421875
320.06640625,-1.421875
305.91015625,-1.421875
297.92578125,6.1875
289.94140625,13.8125
289.94140625,27.296875
289.94140625,40.765625
297.92578125,48.375
305.91015625,56.0
320.06640625,56.0
285.64453125,0.0
405.470703125,39.703125
399.861328125,42.046875
394.626953125,43.21875
389.408203125,44.390625
384.767578125,44.390625
379.783203125,44.390625
377.361328125,43.140625
374.955078125,41.890625
374.955078125,39.3125
374.955078125,37.203125
376.783203125,36.078125
378.611328125,34.96875
383.345703125,34.421875
386.423828125,33.984375
399.861328125,32.28125
404.486328125,28.375
409.126953125,24.46875
409.126953125,16.109375
409.126953125,7.375
402.673828125,2.96875
396.236328125,-1.421875
383.455078125,-1.421875
378.033203125,-1.421875
372.236328125,-0.5625
366.455078125,0.296875
360.345703125,2.0
360.345703125,15.28125
365.580078125,12.75
371.064453125,11.46875
376.564453125,10.203125
382.220703125,10.203125
387.361328125,10.203125
389.939453125,11.609375
392.533203125,13.03125
392.533203125,15.828125
392.533203125,18.171875
390.751953125,19.3125
388.970703125,20.453125
383.642578125,21.09375
380.564453125,21.484375
368.892578125,22.953125
364.205078125,26.90625
359.517578125,30.859375
359.517578125,38.921875
359.517578125,47.609375
365.470703125,51.796875
371.439453125,56.0
383.736328125,56.0
388.580078125,56.0
393.892578125,55.265625
399.220703125,54.546875
405.470703125,52.984375
354.345703125,0.0
445.4609375,72.90625
445.4609375,44.921875
442.9765625,24.515625
430.3671875,24.515625
427.8828125,44.921875
427.8828125,72.90625
413.8671875,0.0
445.4609375,17.390625
445.4609375,0.0
427.8828125,0.0
427.8828125,17.390625
413.8671875,0.0
